SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-20-2018,Single Family Residential,1408 Vista Ave,Napa,CA,94559,590000,2,1,Napa,1092,5946,1950,29,540,,Sold,,,http://www.redfin.com/CA/Napa/1408-Vista-Ave-94559/home/12211670,BAREIS,21801734,N,Y,38.3058195,-122.2764433
PAST SALE,February-22-2018,Single Family Residential,200 Cardwell Ct,Napa,CA,94559,1213000,3,4,Napa,3270,10000,2009,27,371,,Sold,,,http://www.redfin.com/CA/Napa/200-Cardwell-Ct-94559/home/21927323,BAREIS,21800996,N,Y,38.287672,-122.2622427
PAST SALE,February-22-2018,Single Family Residential,10 Lone Wood Ct,Napa,CA,94558,1315000,3,3,Napa,3082,9910,2017,27,427,,Sold,,,http://www.redfin.com/CA/Napa/10-Lone-Wood-Ct-94558/home/22601508,BAREIS,21713909,N,Y,38.306951,-122.310141
PAST SALE,February-22-2018,Single Family Residential,2108 W Lincoln Ave,Napa,CA,94559,985000,3,3,Napa,2965,9363,2011,27,332,,Sold,,,http://www.redfin.com/CA/Napa/2108-W-Lincoln-Ave-94558/home/22608504,BAREIS,21800546,N,Y,38.3061317,-122.3109731
PAST SALE,February-21-2018,Single Family Residential,755 Ponder Ct,Napa,CA,94559,608000,3,2.5,Napa,2106,5118,2007,28,289,154,Sold,,,http://www.redfin.com/CA/Napa/755-Ponder-Ct-94559/home/17246799,BAREIS,21802001,N,Y,38.2778769,-122.295323
PAST SALE,February-26-2018,Single Family Residential,2082 Eva St,Napa,CA,94559,600000,4,3,Napa,2109,2178,2016,23,284,320,Sold,,,http://www.redfin.com/CA/Napa/2082-Eva-St-94559/home/108509439,BAREIS,21727329,N,Y,38.2782162,-122.2944844
PAST SALE,March-14-2018,Single Family Residential,,Napa,CA,94558,810000,4,2,,1845,11230,1977,7,439,,Sold,,,http://www.redfin.com/CA/Napa/Undisclosed-address-94558/home/12193024,BAREIS,21803275,N,Y,38.3206703,-122.3285991
PAST SALE,March-13-2018,Single Family Residential,2641 Kilburn Ave,Napa,CA,94558,445000,2,1,Napa,765,5044,1941,8,582,,Sold,,,http://www.redfin.com/CA/Napa/2641-Kilburn-Ave-94558/home/12188436,BAREIS,21728828,N,Y,38.2953631,-122.3049273
PAST SALE,December-21-2017,Single Family Residential,75 Catania Ln,Napa,CA,94558,815000,4,3.5,Napa,2797,5693,2005,90,291,,Sold,,,http://www.redfin.com/CA/Napa/75-Catania-Ln-94558/home/12223684,BAREIS,21720991,N,Y,38.3276924,-122.2901547
PAST SALE,December-21-2017,Single Family Residential,1658 Carol Dr,Napa,CA,94558,470000,3,1,Napa,1035,6238,1956,90,454,,Sold,,,http://www.redfin.com/CA/Napa/1658-Carol-Dr-94558/home/12207604,BAREIS,21725545,N,Y,38.3186861,-122.3131869
PAST SALE,,Single Family Residential,2073 W Park Ave,Napa,CA,94558,192500,,,,2230,19800,1947,,86,,,,,http://www.redfin.com/CA/Napa/2073-W-Park-Ave-94558/home/12208590,,,N,Y,38.3110824,-122.3085814
PAST SALE,February-27-2018,Single Family Residential,2031 Main St,Napa,CA,94559,725000,5,2.5,Napa,2839,6338,,22,255,,Sold,,,http://www.redfin.com/CA/Napa/2031-Main-St-94559/home/12187203,BAREIS,21711499,N,Y,38.3075755,-122.2926697
PAST SALE,March-5-2018,Single Family Residential,2582 Vine Hill Dr,Napa,CA,94558,659000,4,2,Napa,1334,6599,1973,16,494,,Sold,,,http://www.redfin.com/CA/Napa/2582-Vine-Hill-Dr-94558/home/12191704,BAREIS,21801515,N,Y,38.3274895,-122.3354406
PAST SALE,March-1-2018,Single Family Residential,116 Parkview Ln,Napa,CA,94558,415000,3,2,Berryessa,1428,11979,1984,20,291,,Sold,,,http://www.redfin.com/CA/Napa/116-Parkview-Ln-94558/home/12198201,BAREIS,21800865,N,Y,38.507013,-122.195139
PAST SALE,February-28-2018,Single Family Residential,1161 Castle Oaks Dr,Napa,CA,94558,2200000,5,4.5,Napa,4753,29782,2002,21,463,320,Sold,,,http://www.redfin.com/CA/Napa/1161-Castle-Oaks-Dr-94558/home/12219879,BAREIS,21724661,N,Y,38.3556853,-122.2572798
PAST SALE,March-2-2018,Single Family Residential,4467 Meadowlark Dr,Napa,CA,94558,589000,4,2,Napa,1560,6299,1973,19,378,,Sold,,,http://www.redfin.com/CA/Napa/4467-Meadowlark-Dr-94558/home/12202519,BAREIS,21801511,N,Y,38.3467527,-122.3172843
PAST SALE,February-27-2018,Single Family Residential,2166 Delpha Dr,Napa,CA,94558,489000,3,1,Napa,1141,6098,1954,22,429,,Sold,,,http://www.redfin.com/CA/Napa/2166-Delpha-Dr-94558/home/12208166,BAREIS,21726005,N,Y,38.3146236,-122.3117925
PAST SALE,February-23-2018,Single Family Residential,4215 Wine Country Ct,Napa,CA,94558,679000,4,3,Napa,1907,3703,2017,26,356,93,Sold,,,http://www.redfin.com/CA/Napa/4215-Wine-Country-Ave-94558/home/114103383,BAREIS,21728030,N,Y,38.328207,-122.3368251
PAST SALE,January-19-2018,Single Family Residential,4430 Meadowlark Dr,Napa,CA,94558,515000,3,2,Napa,1186,5824,1973,61,434,,Sold,,,http://www.redfin.com/CA/Napa/4430-Meadowlark-Dr-94558/home/12202566,BAREIS,21722227,N,Y,38.3447834,-122.3151584
PAST SALE,March-14-2018,Single Family Residential,2211 Mount Veeder Rd,Napa,CA,94558,830000,2,2,Napa,1166,217800,1943,7,712,,Sold,,,http://www.redfin.com/CA/Napa/2211-Mount-Veeder-Rd-94558/home/12201214,BAREIS,21725380,N,Y,38.365283,-122.410248
PAST SALE,January-11-2018,Single Family Residential,3655 Dartmouth Dr,Napa,CA,94558,647000,3,2,Napa,1535,10925,1959,69,421,,Sold,,,http://www.redfin.com/CA/Napa/3655-Dartmouth-Dr-94558/home/12206220,BAREIS,21725614,N,Y,38.3135241,-122.3443626
PAST SALE,,Single Family Residential,1649 Sequoia St,Napa,CA,94558,525000,4,2,,1382,5643,1963,,380,,,,,http://www.redfin.com/CA/Napa/1649-Sequoia-St-94558/home/12203714,,,N,Y,38.3308618,-122.3093565
PAST SALE,February-27-2018,Single Family Residential,610 Noah Ct,Napa,CA,94558,629000,3,3,Berryessa,2447,8128,2002,22,257,,Sold,,,http://www.redfin.com/CA/Napa/610-Noah-Ct-94558/home/12198233,BAREIS,21726888,N,Y,38.516985,-122.193877
PAST SALE,February-2-2018,Single Family Residential,1008 3rd Ave,Napa,CA,94558,850000,3,2,Napa,1928,,1942,47,441,,Sold,,,http://www.redfin.com/CA/Napa/1008-3rd-Ave-94558/home/12216244,BAREIS,21722782,N,Y,38.2952895,-122.2425449
PAST SALE,March-16-2018,Single Family Residential,1098 Headlands Dr,Napa,CA,94558,545000,4,3.5,Berryessa,2944,7693,2004,5,185,,Sold,,,http://www.redfin.com/CA/Napa/1098-Headlands-Dr-94558/home/12198381,BAREIS,21803755,N,Y,38.5134194,-122.1824247
PAST SALE,March-12-2018,Single Family Residential,2454 Maclennan St,Napa,CA,94558,635000,3,2,Napa,1348,6861,1967,9,471,,Sold,,,http://www.redfin.com/CA/Napa/2454-Maclennan-St-94558/home/17246976,BAREIS,21800601,N,Y,38.3160619,-122.3202744
PAST SALE,March-1-2018,Single Family Residential,2514 Sonoma St,Napa,CA,94558,470000,2,1,Napa,836,6085,1948,20,562,,Sold,,,http://www.redfin.com/CA/Napa/2514-Sonoma-St-94558/home/12185079,BAREIS,21726318,N,Y,38.3093974,-122.3025798
